开盘,收盘,日期
1.013,1.01,2023-04-03
1.013,1.024,2023-04-04
1.023,1.01,2023-04-06
1.01,1.003,2023-04-07
1.004,0.995,2023-04-10
0.995,0.983,2023-04-11
0.982,0.961,2023-04-12
0.964,0.967,2023-04-13
0.966,0.958,2023-04-14
0.958,0.966,2023-04-17
0.966,0.97,2023-04-18
0.971,0.962,2023-04-19
0.965,0.954,2023-04-20
0.963,0.947,2023-04-21
0.947,0.929,2023-04-24
0.931,0.943,2023-04-25
0.941,0.939,2023-04-26
0.939,0.945,2023-04-27
0.954,0.955,2023-04-28
0.954,0.949,2023-05-04
0.947,0.95,2023-05-05
0.954,0.942,2023-05-08
0.945,0.941,2023-05-09
0.932,0.936,2023-05-10
0.94,0.933,2023-05-11
0.933,0.929,2023-05-12
0.922,0.933,2023-05-15
0.93,0.926,2023-05-16
0.926,0.919,2023-05-17
0.923,0.908,2023-05-18
0.9,0.916,2023-05-19
0.915,0.936,2023-05-22
0.937,0.929,2023-05-23
0.92,0.911,2023-05-24
0.91,0.903,2023-05-25
0.906,0.901,2023-05-26
0.906,0.895,2023-05-29
0.896,0.885,2023-05-30
0.877,0.868,2023-05-31
0.86,0.875,2023-06-01
0.873,0.891,2023-06-02
0.899,0.878,2023-06-05
0.885,0.878,2023-06-06
0.876,0.869,2023-06-07
0.869,0.879,2023-06-08
0.879,0.876,2023-06-09
0.878,0.894,2023-06-12
0.886,0.898,2023-06-13
0.906,0.91,2023-06-14
0.909,0.923,2023-06-15
0.916,0.933,2023-06-16
0.933,0.916,2023-06-19
0.91,0.912,2023-06-20
0.912,0.901,2023-06-21
0.897,0.887,2023-06-26
0.887,0.889,2023-06-27
0.892,0.891,2023-06-28
0.891,0.883,2023-06-29
0.887,0.884,2023-06-30
0.884,0.899,2023-07-03
0.891,0.903,2023-07-04
0.903,0.889,2023-07-05
0.882,0.884,2023-07-06
0.884,0.882,2023-07-07
0.888,0.886,2023-07-10
0.886,0.887,2023-07-11
0.887,0.888,2023-07-12
0.882,0.909,2023-07-13
0.909,0.904,2023-07-14
0.904,0.898,2023-07-17
0.898,0.895,2023-07-18
0.893,0.894,2023-07-19
0.894,0.893,2023-07-20
0.892,0.91,2023-07-21
0.91,0.899,2023-07-24
0.9,0.925,2023-07-25
0.925,0.926,2023-07-26
0.926,0.93,2023-07-27
0.927,0.947,2023-07-28
0.949,0.952,2023-07-31
0.954,0.943,2023-08-01
0.942,0.936,2023-08-02
0.935,0.941,2023-08-03
0.942,0.943,2023-08-04
0.943,0.936,2023-08-07
0.934,0.935,2023-08-08
0.935,0.938,2023-08-09
0.938,0.93,2023-08-10
0.93,0.913,2023-08-11
0.905,0.901,2023-08-14
0.902,0.902,2023-08-15
0.892,0.899,2023-08-16
0.894,0.908,2023-08-17
0.902,0.894,2023-08-18
0.894,0.887,2023-08-21
0.884,0.885,2023-08-22
0.882,0.872,2023-08-23
0.87,0.889,2023-08-24
0.885,0.887,2023-08-25
0.903,0.887,2023-08-28
0.886,0.897,2023-08-29
0.897,0.894,2023-08-30
0.894,0.889,2023-08-31
0.883,0.899,2023-09-01
0.906,0.917,2023-09-04
0.917,0.908,2023-09-05
0.9,0.908,2023-09-06
0.901,0.895,2023-09-07
0.887,0.889,2023-09-08
0.889,0.897,2023-09-11
0.895,0.901,2023-09-12
0.901,0.899,2023-09-13
0.894,0.894,2023-09-14
0.889,0.886,2023-09-15
0.88,0.896,2023-09-18
0.89,0.891,2023-09-19
0.883,0.889,2023-09-20
0.881,0.875,2023-09-21
0.867,0.889,2023-09-22
0.881,0.885,2023-09-25
0.877,0.878,2023-09-26
0.878,0.88,2023-09-27
0.88,0.87,2023-09-28
0.866,0.862,2023-10-09
0.862,0.861,2023-10-10
0.861,0.87,2023-10-11
0.86,0.863,2023-10-12
0.862,0.849,2023-10-13
0.844,0.836,2023-10-16
0.836,0.838,2023-10-17
0.841,0.836,2023-10-18
0.84,0.811,2023-10-19
0.819,0.808,2023-10-20
0.8,0.801,2023-10-23
